,Price,Room,View Size,Age,Floortype,Location
3972,"
4.000 TL",4 + 1,"
150 m2",25 Yaşında, 4. Kat,"
Sarıyer,
 
Poligon Mahallesi
"
3973,"
24.000 TL",4 + 2,"
345 m2",40 Yaşında, 1. Kat,"
Sarıyer,
 
Emirgan Mahallesi
"
3974,"
6.800 TL",2 + 1,"
115 m2",8 Yaşında, Ara Kat,"
Sarıyer,
 
Maslak Mahallesi
"
3975,"
1.600 TL",2 + 1,"
95 m2",25 Yaşında, Yüksek Giriş,"
Kağıthane,
 
Merkez Mahallesi
"
3976,"
29.000 TL",3 + 1,"
300 m2",70 Yaşında, En Üst Kat,"
Beyoğlu,
 
Kılıçali Paşa Mahallesi
"
3977,"
3.500 TL",2 + 1,"
90 m2",20 Yaşında, 3. Kat,"
Şişli,
 
19 Mayıs Mahallesi
"
3978,"
4.000 TL",2 + 1,"
95 m2",Sıfır Bina, 8. Kat,"
Kağıthane,
 
Merkez Mahallesi
"
3979,"
17.000 TL",6 + 2,"
460 m2",15 Yaşında, ,"
Beykoz,
 
Görele Mahallesi
"
3980,"
2.750 TL",3 + 1,"
115 m2",15 Yaşında, 2. Kat,"
Kağıthane,
 
Emniyet Evleri Mahallesi
"
3981,"
3.200 TL",1 + 1,"
60 m2",4 Yaşında, 1. Kat,"
Eyüpsultan,
 
Göktürk Merkez Mahallesi
"
3982,"
3.000 TL",3 + 1,"
130 m2",50 Yaşında, 3. Kat,"
Fatih,
 
Silivrikapı Mahallesi
"
3983,"
1.600 TL",2 + 1,"
90 m2",20 Yaşında, 3. Kat,"
Kağıthane,
 
Sultan Selim Mahallesi
"
3984,"
1.750 TL",3 + 1,"
120 m2",35 Yaşında, 1. Kat,"
Bayrampaşa,
 
Muratpaşa Mahallesi
"
3985,"
9.000 TL",1 + 1,"
150 m2",1 Yaşında, 7. Kat,"
Beşiktaş,
 
Dikilitaş Mahallesi
"
3986,"
2.000 TL",2 + 1,"
85 m2",15 Yaşında, 1. Kat,"
Üsküdar,
 
Mimar Sinan Mahallesi
"
3987,"
2.800 TL",1 + 1,"
85 m2",22 Yaşında, 5. Kat,"
Kağıthane,
 
Ortabayır Mahallesi
"
3988,"
3.000 TL",1 + 1,"
75 m2",6 Yaşında, 2. Kat,"
Şişli,
 
Halide Edip Adıvar Mahallesi
"
3989,"
2.500 TL",3 + 1,"
120 m2",40 Yaşında, 2. Kat,"
Bakırköy,
 
Sakızağacı Mahallesi
"
3990,"
28.000 TL",4 + 1,"
250 m2",16 Yaşında, 5. Kat,"
Sarıyer,
 
Tarabya Mahallesi
"
3991,"
40.000 TL",4 + 2,"
510 m2",5 Yaşında, ,"
Beşiktaş,
 
Arnavutköy Mahallesi
"
3992,"
3.000 TL",3 + 1,"
130 m2",16 Yaşında, 4. Kat,"
Şişli,
 
Halide Edip Adıvar Mahallesi
"
3993,"
3.200 TL",2 + 1,"
125 m2",Sıfır Bina, Bahçe Katı,"
Fatih,
 
Mevlanakapı Mahallesi
"
3994,"
50.000 TL",3 + 2,"
190 m2",Sıfır Bina, En Üst Kat,"
Adalar,
 
Kınalıada Mahallesi
 "
3995,"
2.600 TL",3 + 1,"
155 m2",27 Yaşında, 4. Kat,"
Bahçelievler,
 
Bahçelievler Mahallesi
"
3996,"
5.100 TL",1 + 1,"
82 m2",1 Yaşında, 21 ve üzeri,"
Şişli,
 
Cumhuriyet Mahallesi
"
3997,"
1.400 TL",2 + 1,"
75 m2",2 Yaşında, Bahçe Katı,"
Şişli,
 
Mecidiyeköy Mahallesi
"
3998,"
8.500 TL",2 + 1,"
126 m2",7 Yaşında, 21 ve üzeri,"
Şişli,
 
Cumhuriyet Mahallesi
"
3999,"
3.500 TL",Stüdyo,"
65 m2",2 Yaşında, 2. Kat,"
Sarıyer,
 
Maslak Mahallesi
"
4000,"
7.500 TL",1 + 1,"
90 m2",15 Yaşında, Bahçe Katı,"
Sarıyer,
 
Zekeriyaköy Mahallesi
"
4001,"
4.500 TL",3 + 1,"
150 m2",30 Yaşında, 3. Kat,"
Kadıköy,
 
19 Mayıs Mahallesi
"
4002,"
3.500 TL",2 + 1,"
126 m2",Sıfır Bina, 21 ve üzeri,"
Başakşehir,
 
Bahçeşehir 2. Kısım Mahallesi
"
4003,"
2.400 TL",2 + 1,"
100 m2",1 Yaşında, 4. Kat,"
Beylikdüzü,
 
Kavaklı Mahallesi
"
4004,"
30.000 TL",5 + 1,"
400 m2",15 Yaşında, ,"
Sarıyer,
 
Tarabya Mahallesi
"
4005,"
75.000 TL",10 + 1,"
1.200 m2",25 Yaşında, ,"
Bakırköy,
 
Şenlikköy Mahallesi
"
4006,"
8.500 TL",1 + 1,"
121 m2",8 Yaşında, 4. Kat,"
Şişli,
 
Mecidiyeköy Mahallesi
"
4007,"
3.500 TL",2 + 1,"
90 m2",38 Yaşında, Kot 3,"
Beşiktaş,
 
Nisbetiye Mahallesi
"
4008,"
28.000 TL",5 + 1,"
300 m2",9 Yaşında, ,"
Sarıyer,
 
Zekeriyaköy Mahallesi
"
4009,"
3.600 TL",3 + 1,"
167 m2",23 Yaşında, 6. Kat,"
Beylikdüzü,
 
Cumhuriyet Mahallesi
"
4010,"
1.800 TL",2 + 1,"
91 m2",40 Yaşında, En Üst Kat,"
Üsküdar,
 
Valide-i Atik Mahallesi
"
4011,"
4.000 TL",1 + 1,"
60 m2",Sıfır Bina, 2. Kat,"
Şişli,
 
Teşvikiye Mahallesi
"
4012,"
45.000 TL",3 + 1,"
180 m2",36 Yaşında, 3. Kat,"
Beşiktaş,
 
Bebek Mahallesi
"
4013,"
3.600 TL",3 + 1,"
160 m2",34 Yaşında, 5. Kat,"
Şişli,
 
19 Mayıs Mahallesi
"
4014,"
24.000 TL",3 + 1,"
270 m2",1 Yaşında, 3. Kat,"
Beşiktaş,
 
Ulus Mahallesi
"
4015,"
2.000 TL",1 + 1,"
60 m2",50 Yaşında, Yüksek Giriş,"
Beyoğlu,
 
Kılıçali Paşa Mahallesi
"
4016,"
2.000 TL",1 + 1,"
65 m2",40 Yaşında, Yüksek Giriş,"
Bakırköy,
 
Kartaltepe Mahallesi
"
4017,"
27.000 TL",5 + 1,"
400 m2",35 Yaşında, Yüksek Giriş,"
Bakırköy,
 
Yeşilköy Mahallesi
"
4018,"
2.500 TL",1 + 1,"
70 m2",30 Yaşında, 3. Kat,"
Bakırköy,
 
Zeytinlik Mahallesi
"
4019,"
1.800 TL",2 + 1,"
85 m2",30 Yaşında, Bodrum,"
Fatih,
 
Şehremini Mahallesi
"
4020,"
1.600 TL",2 + 1,"
85 m2",35 Yaşında, Giriş Katı,"
Kağıthane,
 
Çeliktepe Mahallesi
"
4021,"
8.000 TL",3 + 1,"
200 m2",5 Yaşında, 6. Kat,"
Büyükçekmece,
 
Pınartepe Mahallesi
"
4022,"
1.800 TL",2 + 1,"
85 m2",20 Yaşında, 4. Kat,"
Şişli,
 
Yayla Mahallesi
"
4023,"
1.200 TL",2 + 1,"
110 m2",15 Yaşında, Bahçe Katı,"
Ümraniye,
 
Esenevler Mahallesi
"
4024,"
10.000 TL",2 + 1,"
100 m2",30 Yaşında, 2. Kat,"
Beyoğlu,
 
Cihangir Mahallesi
"
4025,"
1.600 TL",1 + 1,"
60 m2",40 Yaşında, Yüksek Giriş,"
Bakırköy,
 
Zuhuratbaba Mahallesi
"
4026,"
25.000 TL",2 + 1,"
264 m2",11 Yaşında, 21 ve üzeri,"
Kağıthane,
 
Emniyet Evleri Mahallesi
"
4027,"
135.000 TL",9 + 1,"
630 m2",33 Yaşında, ,"
Sarıyer,
 
Yeniköy Mahallesi
"
4028,"
2.600 TL",3 + 2,"
245 m2",30 Yaşında, Çatı Katı,"
Zeytinburnu,
 
Sümer Mahallesi
"
4029,"
2.800 TL",2 + 1,"
80 m2",4 Yaşında, 4. Kat,"
Şişli,
 
Kuştepe Mahallesi
"
4030,"
7.500 TL",2 + 1,"
120 m2",30 Yaşında, 4. Kat,"
Beşiktaş,
 
Yıldız Mahallesi
"
4031,"
13.000 TL",7 + 1,"
240 m2",15 Yaşında, ,"
Beykoz,
 
Cumhuriyet Mahallesi
"
4032,"
1.500 TL",2 + 1,"
80 m2",35 Yaşında, Kot 1,"
Üsküdar,
 
Zeynep Kamil Mahallesi
"
4033,"
14.000 TL",6 + 2,"
350 m2",16 Yaşında, 1. Kat,"
Bakırköy,
 
Şenlikköy Mahallesi
"
4034,"
13.000 TL",3 + 1,"
185 m2",Sıfır Bina, Zemin,"
Sarıyer,
 
Tarabya Mahallesi
"
4035,"
3.000 TL",3 + 1,"
130 m2",30 Yaşında, 1. Kat,"
Güngören,
 
Abdurrahman Nafiz Gürman Mahallesi
"
4036,"
1.750 TL",2 + 1,"
90 m2",25 Yaşında, 4. Kat,"
Kağıthane,
 
Ortabayır Mahallesi
"
4037,"
15.000 TL",3 + 1,"
185 m2",Sıfır Bina, Zemin,"
Sarıyer,
 
Tarabya Mahallesi
"
4038,"
2.000 TL",Stüdyo,"
45 m2",31 Yaşında, 2. Kat,"
Beşiktaş,
 
Yıldız Mahallesi
"
4039,"
2.900 TL",2 + 1,"
95 m2",27 Yaşında, 1. Kat,"
Şişli,
 
Ergenekon Mahallesi
"
4040,"
2.500 TL",3 + 1,"
135 m2",25 Yaşında, 5. Kat,"
Küçükçekmece,
 
Cennet Mahallesi
"
4041,"
35.000 TL",2 + 1,"
100 m2",35 Yaşında, En Üst Kat,"
Adalar,
 
Maden Mahallesi
"
4042,"
15.000 TL",4 + 1,"
198 m2",Sıfır Bina, 1. Kat,"
Sarıyer,
 
Tarabya Mahallesi
"
4043,"
4.750 TL",2 + 1,"
138 m2",8 Yaşında, Bahçe Katı,"
Küçükçekmece,
 
Halkalı Merkez Mahallesi
"
4044,"
2.700 TL",2 + 1,"
95 m2",40 Yaşında, 1. Kat,"
Üsküdar,
 
Selimiye Mahallesi
"
4045,"
28.000 TL",5 + 1,"
330 m2",20 Yaşında, 5. Kat,"
Sarıyer,
 
Tarabya Mahallesi
"
4046,"
18.000 TL",4 + 1,"
320 m2",15 Yaşında, 1. Kat,"
Bakırköy,
 
Şenlikköy Mahallesi
"
4047,"
2.600 TL",2 + 1,"
100 m2",Sıfır Bina, 1. Kat,"
Çekmeköy,
 
Merkez Mahallesi
"
4048,"
2.100 TL",2 + 1,"
100 m2",10 Yaşında, 3. Kat,"
Bağcılar,
 
Barbaros Mahallesi
"
4049,"
1.850 TL",2 + 1,"
90 m2",25 Yaşında, 5. Kat,"
Kağıthane,
 
Sultan Selim Mahallesi
"
4050,"
1.950 TL",2 + 1,"
85 m2",30 Yaşında, 3. Kat,"
Üsküdar,
 
Valide-i Atik Mahallesi
"
4051,"
95.000 TL",2 + 1,"
320 m2",16 Yaşında, 19. Kat,"
Şişli,
 
Harbiye Mahallesi
"
4052,"
6.000 TL",2 + 1,"
130 m2",2 Yaşında, 6. Kat,"
Küçükçekmece,
 
Fatih Mahallesi
"
4053,"
25.000 TL",5 + 1,"
250 m2",21 Yaşında, ,"
Üsküdar,
 
Kandilli Mahallesi
"
4054,"
2.100 TL",1 + 1,"
65 m2",35 Yaşında, Bahçe Katı,"
Beşiktaş,
 
Yıldız Mahallesi
"
4055,"
1.800 TL",2 + 1,"
100 m2",30 Yaşında, Yüksek Giriş,"
Kağıthane,
 
Sultan Selim Mahallesi
"
4056,"
2.000 TL",2 + 1,"
120 m2",10 Yaşında, 1. Kat,"
Sarıyer,
 
Büyükdere Mahallesi
"
4057,"
2.200 TL",2 + 1,"
80 m2",7 Yaşında, 3. Kat,"
Kağıthane,
 
Çeliktepe Mahallesi
"
4058,"
1.750 TL",Stüdyo,"
20 m2",25 Yaşında, 3. Kat,"
Kağıthane,
 
Çeliktepe Mahallesi
"
4059,"
3.000 TL",1 + 1,"
75 m2",30 Yaşında, 2. Kat,"
Beşiktaş,
 
Sinanpaşa Mahallesi
"
4060,"
7.500 TL",1 + 1,"
70 m2",31 Yaşında, 5. Kat,"
Beyoğlu,
 
Bereketzade Mahallesi
"
4061,"
1.400 TL",2 + 1,"
95 m2",30 Yaşında, 1. Kat,"
Üsküdar,
 
Ünalan Mahallesi
"
4062,"
2.350 TL",4 + 1,"
150 m2",1 Yaşında, En Üst Kat,"
Sultanbeyli,
 
Necip Fazıl Mahallesi
"
4063,"
22.000 TL",4 + 1,"
180 m2",35 Yaşında, 1. Kat,"
Bakırköy,
 
Yeşilköy Mahallesi
"
4064,"
16.000 TL",3 + 1,"
218 m2",5 Yaşında, ,"
Sarıyer,
 
Zekeriyaköy Mahallesi
"
4065,"
20.500 TL",6 + 2,"
450 m2",19 Yaşında, 5. Kat,"
Beşiktaş,
 
Ulus Mahallesi
"
4066,"
2.000 TL",2 + 1,"
90 m2",35 Yaşında, 4. Kat,"
Pendik,
 
Batı Mahallesi
"
4067,"
8.500 TL",3 + 1,"
170 m2",7 Yaşında, Ara Kat,"
Sarıyer,
 
Maslak Mahallesi
"
4068,"
7.000 TL",3 + 1,"
150 m2",40 Yaşında, 4. Kat,"
Beyoğlu,
 
Pürtelaş Hasan Efendi Mahallesi
"
4069,"
2.200 TL",2 + 1,"
 65 m2",25 Yaşında, Yüksek Giriş,"
Beşiktaş,
 
Gayrettepe Mahallesi
"
4070,"
7.500 TL",1 + 1,"
100 m2",Sıfır Bina, 3. Kat,"
Beyoğlu,
 
Gümüşsuyu Mahallesi
"
4071,"
13.000 TL",3 + 1,"
120 m2",2 Yaşında, 6. Kat,"
Kadıköy,
 
Fenerbahçe Mahallesi
"
4072,"
900 TL",2 + 1,"
105 m2",23 Yaşında, 2. Kat,"
Kartal,
 
Hürriyet Mahallesi
"
4073,"
3.000 TL",1 + 1,"
70 m2",Sıfır Bina, 3. Kat,"
Şişli,
 
Mecidiyeköy Mahallesi
"
4074,"
8.000 TL",4 + 2,"
360 m2",17 Yaşında, ,"
Başakşehir,
 
Bahçeşehir 2. Kısım Mahallesi
"
4075,"
18.000 TL",2 + 1,"
95 m2",25 Yaşında, 3. Kat,"
Beşiktaş,
 
Yıldız Mahallesi
"
4076,"
1.700 TL",3 + 1,"
130 m2",28 Yaşında, 3. Kat,"
Avcılar,
 
Cihangir Mahallesi
"
4077,"
1.900 TL",2 + 1,"
95 m2",18 Yaşında, Yüksek Giriş,"
Şişli,
 
Halide Edip Adıvar Mahallesi
"
4078,"
20.000 TL",6 + 1,"
320 m2",2 Yaşında, 5. Kat,"
Sarıyer,
 
Tarabya Mahallesi
"
4079,"
1.800 TL",2 + 1,"
80 m2",6 Yaşında, 3. Kat,"
Kağıthane,
 
Ortabayır Mahallesi
"
4080,"
5.000 TL",2 + 1,"
85 m2",Sıfır Bina, 4. Kat,"
Üsküdar,
 
İcadiye Mahallesi
"
4081,"
2.300 TL",2 + 1,"
85 m2",17 Yaşında, 4. Kat,"
Şişli,
 
Eskişehir Mahallesi
"
4082,"
3.200 TL",3 + 1,"
80 m2",32 Yaşında, Kot 1,"
Beşiktaş,
 
Etiler Mahallesi
"
4083,"
30.000 TL",5 + 1,"
300 m2",Sıfır Bina, ,"
Beşiktaş,
 
Bebek Mahallesi
"
4084,"
4.000 TL",2 + 1,"
120 m2",30 Yaşında, 3. Kat,"
Şişli,
 
Cumhuriyet Mahallesi
"
4085,"
3.500 TL",2 + 1,"
86 m2",6 Yaşında, 15. Kat,"
Başakşehir,
 
İkitelli OSB Mahallesi
"
4086,"
2.950 TL",1 + 1,"
77 m2",Sıfır Bina, 1. Kat,"
Şişli,
 
Mecidiyeköy Mahallesi
"
4087,"
2.500 TL",1 + 1,"
65 m2",25 Yaşında, 3. Kat,"
Sarıyer,
 
Tarabya Mahallesi
"
4088,"
1.500 TL",3 + 1,"
150 m2",20 Yaşında, Ara Kat,"
Silivri,
 
Yeni Mahallesi
"
4089,"
12.000 TL",3 + 2,"
250 m2",5 Yaşında, 1. Kat,"
Beylikdüzü,
 
Sahil Mahallesi
"
4090,"
2.000 TL",3 + 1,"
85 m2",40 Yaşında, 2. Kat,"
Şişli,
 
Fulya Mahallesi
"
4091,"
9.500 TL",3 + 1,"
170 m2",10 Yaşında, Villa Katı,"
Şişli,
 
İnönü Mahallesi
"
4092,"
9.000 TL",3 + 1,"
180 m2",15 Yaşında, 2. Kat,"
Başakşehir,
 
Bahçeşehir 1. Kısım Mahallesi
"
4093,"
9.000 TL",3 + 1,"
180 m2",40 Yaşında, ,"
Beyoğlu,
 
Gümüşsuyu Mahallesi
"
4094,"
55.000 TL",6 + 2,"
600 m2",27 Yaşında, 21 ve üzeri,"
Sarıyer,
 
Büyükdere Mahallesi
"
4095,"
27.000 TL",4 + 1,"
340 m2",10 Yaşında, Giriş Katı,"
Sarıyer,
 
Maslak Mahallesi
"
4096,"
1.650 TL",2 + 1,"
80 m2",24 Yaşında, 14. Kat,"
Üsküdar,
 
Cumhuriyet Mahallesi
"
4097,"
45.000 TL",4 + 1,"
410 m2",10 Yaşında, 3. Kat,"
Beşiktaş,
 
Nisbetiye Mahallesi
"
4098,"
3.700 TL",3 + 1,"
140 m2",30 Yaşında, 3. Kat,"
Bakırköy,
 
Yeşilköy Mahallesi
"
4099,"
20.000 TL",2 + 1,"
110 m2",8 Yaşında, En Üst Kat,"
Şişli,
 
Teşvikiye Mahallesi
"
4100,"
1.650 TL",2 + 1,"
85 m2",25 Yaşında, 3. Kat,"
Kağıthane,
 
Harmantepe Mahallesi
"
4101,"
2.600 TL",2 + 1,"
85 m2",26 Yaşında, 3. Kat,"
Beşiktaş,
 
Mecidiye Mahallesi
"
4102,"
1.750 TL",2 + 1,"
80 m2",40 Yaşında, 3. Kat,"
Fatih,
 
Seyyid Ömer Mahallesi
"
4103,"
1.700 TL",2 + 1,"
80 m2",40 Yaşında, Zemin,"
Kağıthane,
 
Ortabayır Mahallesi
"
4104,"
4.750 TL",1 + 1,"
82 m2",1 Yaşında, 16. Kat,"
Şişli,
 
Cumhuriyet Mahallesi
"
4105,"
2.500 TL",1 + 1,"
65 m2",25 Yaşında, 4. Kat,"
Şişli,
 
19 Mayıs Mahallesi
"
4106,"
8.000 TL",2 + 1,"
80 m2",15 Yaşında, 2. Kat,"
Beyoğlu,
 
Cihangir Mahallesi
"
4107,"
7.250 TL",2 + 1,"
100 m2",21 Yaşında, En Üst Kat,"
Beşiktaş,
 
Etiler Mahallesi
"
4108,"
2.350 TL",2 + 1,"
90 m2",32 Yaşında, 5. Kat,"
Fatih,
 
Haseki Sultan Mahallesi
"
4109,"
4.500 TL",2 + 1,"
85 m2",6 Yaşında, ,"
Sarıyer,
 
Zekeriyaköy Mahallesi
"
4110,"
2.000 TL",3 + 1,"
120 m2",30 Yaşında, 3. Kat,"
Pendik,
 
Doğu Mahallesi
"
4111,"
15.000 TL",5 + 1,"
400 m2",22 Yaşında, 3. Kat,"
Bakırköy,
 
Şenlikköy Mahallesi
"
4112,"
2.300 TL",2 + 1,"
90 m2",15 Yaşında, Giriş Katı,"
Şile,
 
Çavuş Mahallesi
"
4113,"
5.000 TL",3 + 1,"
125 m2",40 Yaşında, 3. Kat,"
Şişli,
 
Teşvikiye Mahallesi
"
4114,"
15.000 TL",7 + 1,"
400 m2",25 Yaşında, Villa Katı,"
Bakırköy,
 
Şenlikköy Mahallesi
"
4115,"
3.000 TL",2 + 1,"
115 m2",5 Yaşında, 6. Kat,"
Beylikdüzü,
 
Adnan Kahveci Mahallesi
"
4116,"
8.000 TL",3 + 1,"
217 m2",7 Yaşında, 12. Kat,"
Küçükçekmece,
 
Atakent Mahallesi
"
4117,"
1.900 TL",2 + 1,"
85 m2",30 Yaşında, 1. Kat,"
Üsküdar,
 
Murat Reis Mahallesi
"
4118,"
45.000 TL",4 + 1,"
340 m2",2 Yaşında, 5. Kat,"
Beşiktaş,
 
Levazım Mahallesi
"
4119,"
85.000 TL",5 + 1,"
430 m2",25 Yaşında, ,"
Beykoz,
 
Anadolu Hisarı Mahallesi
"
4120,"
4.000 TL",3 + 1,"
100 m2",35 Yaşında, 1. Kat,"
Kadıköy,
 
Acıbadem Mahallesi
"
4121,"
2.000 TL",2 + 1,"
75 m2",35 Yaşında, En Üst Kat,"
Beşiktaş,
 
Mecidiye Mahallesi
"
4122,"
7.000 TL",2 + 1,"
130 m2",Sıfır Bina, 12. Kat,"
Sarıyer,
 
Ayazağa Mahallesi
"
4123,"
1.900 TL",2 + 1,"
80 m2",30 Yaşında, Yüksek Giriş,"
Bahçelievler,
 
Siyavuşpaşa Mahallesi
"
4124,"
11.000 TL",3 + 1,"
145 m2",2 Yaşında, 3. Kat,"
Kadıköy,
 
Caddebostan Mahallesi
"
4125,"
29.000 TL",7 + 1,"
320 m2",165 Yaşında, ,"
Bakırköy,
 
Yeşilköy Mahallesi
"
4126,"
21.000 TL",3 + 1,"
160 m2",30 Yaşında, 2. Kat,"
Beşiktaş,
 
Kültür Mahallesi
"
4127,"
9.000 TL",1 + 1,"
95 m2",8 Yaşında, 21 ve üzeri,"
Beşiktaş,
 
Dikilitaş Mahallesi
"
4128,"
12.000 TL",3 + 1,"
145 m2",Sıfır Bina, 4. Kat,"
Beşiktaş,
 
Etiler Mahallesi
"
4129,"
2.000 TL",1 + 1,"
75 m2",1 Yaşında, Yüksek Giriş,"
Kağıthane,
 
Harmantepe Mahallesi
"
4130,"
7.000 TL",3 + 1,"
160 m2",30 Yaşında, 3. Kat,"
Beşiktaş,
 
Etiler Mahallesi
"
4131,"
2.700 TL",3 + 1,"
130 m2",27 Yaşında, 1. Kat,"
Şişli,
 
Mecidiyeköy Mahallesi
"
4132,"
36.000 TL",4 + 1,"
288 m2",12 Yaşında, 5. Kat,"
Sarıyer,
 
Pınar Mahallesi
"
4133,"
5.000 TL",2 + 1,"
100 m2",40 Yaşında, ,"
Beşiktaş,
 
Bebek Mahallesi
"
4134,"
2.500 TL",3 + 1,"
140 m2",4 Yaşında, 4. Kat,"
Beylikdüzü,
 
Adnan Kahveci Mahallesi
"
4135,"
15.000 TL",2 + 1,"
150 m2",45 Yaşında, 3. Kat,"
Beyoğlu,
 
Cihangir Mahallesi
"
4136,"
2.000 TL",2 + 1,"
105 m2",27 Yaşında, 4. Kat,"
Kağıthane,
 
Seyrantepe Mahallesi
"
4137,"
1.300 TL",1 + 1,"
60 m2",5 Yaşında, Yüksek Giriş,"
Ümraniye,
 
Armağanevler Mahallesi
"
4138,"
16.000 TL",3 + 1,"
225 m2",5 Yaşında, ,"
Sarıyer,
 
Zekeriyaköy Mahallesi
"
4139,"
5.000 TL",2 + 1,"
90 m2",15 Yaşında, Giriş Katı,"
Şile,
 
Çavuş Mahallesi
"
4140,"
3.000 TL",3 + 1,"
120 m2",30 Yaşında, 2. Kat,"
Fatih,
 
Şehremini Mahallesi
"
4141,"
2.300 TL",2 + 1,"
100 m2",40 Yaşında, En Üst Kat,"
Bakırköy,
 
Kartaltepe Mahallesi
"
4142,"
12.500 TL",3 + 1,"
147 m2",Sıfır Bina, 2. Kat,"
Beşiktaş,
 
Etiler Mahallesi
"
4143,"
5.250 TL",1 + 1,"
60 m2",70 Yaşında, Çatı Katı,"
Beyoğlu,
 
Kuloğlu Mahallesi
"
4144,"
2.450 TL",1 + 1,"
80 m2",20 Yaşında, Çatı Katı,"
Maltepe,
 
Yalı Mahallesi
"
4145,"
49.000 TL",5 + 1,"
450 m2",Sıfır Bina, ,"
Sarıyer,
 
Maden Mahallesi
"
4146,"
36.500 TL",7 + 1,"
400 m2",10 Yaşında, ,"
Sarıyer,
 
Zekeriyaköy Mahallesi
"
4147,"
5.000 TL",2 + 1,"
140 m2",Sıfır Bina, 7. Kat,"
Bağcılar,
 
Mahmutbey Mahallesi
"
4148,"
1.700 TL",2 + 1,"
100 m2",30 Yaşında, 4. Kat,"
Pendik,
 
Doğu Mahallesi
"
4149,"
1.500 TL",1 + 1,"
60 m2",21 Yaşında, Giriş Katı,"
Sarıyer,
 
İstinye Mahallesi
"
4150,"
6.000 TL",4 + 1,"
210 m2",Sıfır Bina, 2. Kat,"
Beylikdüzü,
 
Adnan Kahveci Mahallesi
"
4151,"
20.000 TL",3 + 1,"
200 m2",Sıfır Bina, 6. Kat,"
Bakırköy,
 
Şenlikköy Mahallesi
"
4152,"
5.800 TL",1 + 1,"
92 m2",5 Yaşında, 14. Kat,"
Şişli,
 
Cumhuriyet Mahallesi
"
4153,"
35.000 TL",4 + 2,"
520 m2",10 Yaşında, ,"
Sarıyer,
 
Kumköy Mahallesi
"
4154,"
8.000 TL",3 + 1,"
110 m2",29 Yaşında, 3. Kat,"
Beşiktaş,
 
Kültür Mahallesi
"
4155,"
3.100 TL",2 + 1,"
100 m2",25 Yaşında, 1. Kat,"
Şişli,
 
Merkez Mahallesi
"
4156,"
1.000 TL",2 + 1,"
85 m2",25 Yaşında, Giriş Katı,"
Kağıthane,
 
Talatpaşa Mahallesi
"
4157,"
8.000 TL",1 + 1,"
100 m2",8 Yaşında, 10. Kat,"
Beşiktaş,
 
Levent Mahallesi
"
4158,"
2.400 TL",3 + 1,"
120 m2",35 Yaşında, 3. Kat,"
Kadıköy,
 
Erenköy Mahallesi
"
4159,"
4.000 TL",Stüdyo,"
35 m2",20 Yaşında, Giriş Katı,"
Beyoğlu,
 
Kalyoncu Kulluğu Mahallesi
"
4160,"
12.500 TL",1 + 1,"
134 m2",10 Yaşında, 21 ve üzeri,"
Beşiktaş,
 
Levent Mahallesi
"
4161,"
2.250 TL",3 + 1,"
121 m2",10 Yaşında, Giriş Katı,"
Kağıthane,
 
Merkez Mahallesi
"
4162,"
3.250 TL",3 + 1,"
120 m2",40 Yaşında, 1. Kat,"
Şişli,
 
Bozkurt Mahallesi
"
4163,"
1.550 TL",2 + 1,"
80 m2",40 Yaşında, 2. Kat,"
Fatih,
 
Sümbül Efendi Mahallesi
"
4164,"
5.500 TL",2 + 1,"
95 m2",Sıfır Bina, 1. Kat,"
Bahçelievler,
 
Bahçelievler Mahallesi
"
4165,"
1.250 TL",Stüdyo,"
49 m2",20 Yaşında, Kot 1,"
Beyoğlu,
 
Cihangir Mahallesi
"
4166,"
900 TL",2 + 1,"
85 m2",2 Yaşında, Çatı Katı,"
Arnavutköy,
 
Mustafa Kemal Paşa Mahallesi
"
4167,"
20.000 TL",4 + 1,"
197 m2",Sıfır Bina, 1. Kat,"
Sarıyer,
 
Tarabya Mahallesi
"
4168,"
2.500 TL",2 + 1,"
95 m2",25 Yaşında, 2. Kat,"
Sarıyer,
 
Büyükdere Mahallesi
"
4169,"
40.000 TL",2 + 1,"
180 m2",34 Yaşında, 3. Kat,"
Beşiktaş,
 
Bebek Mahallesi
"
4170,"
2.100 TL",Stüdyo,"
50 m2",40 Yaşında, Giriş Katı,"
Sarıyer,
 
Rumeli Hisarı Mahallesi
"
4171,"
2.500 TL",2 + 1,"
90 m2",30 Yaşında, 1. Kat,"
Şişli,
 
Feriköy Mahallesi
"
4172,"
2.200 TL",1 + 1,"
75 m2",4 Yaşında, Yüksek Giriş,"
Şişli,
 
Mecidiyeköy Mahallesi
"
4173,"
5.000 TL",Stüdyo,"
55 m2",1 Yaşında, 21 ve üzeri,"
Şişli,
 
Cumhuriyet Mahallesi
"
4174,"
6.500 TL",2 + 1,"
150 m2",3 Yaşında, 6. Kat,"
Sarıyer,
 
Maslak Mahallesi
"
4175,"
3.100 TL",2 + 1,"
90 m2",30 Yaşında, 2. Kat,"
Beşiktaş,
 
Abbasağa Mahallesi
"
4176,"
3.750 TL",3 + 1,"
150 m2",20 Yaşında, 2. Kat,"
Üsküdar,
 
Mimar Sinan Mahallesi
"
4177,"
12.000 TL",1 + 1,"
90 m2",10 Yaşında, 6. Kat,"
Şişli,
 
19 Mayıs Mahallesi
"
4178,"
1.850 TL",1 + 1,"
60 m2",5 Yaşında, 2. Kat,"
Ataşehir,
 
İnönü Mahallesi
"
